488081,1,41.14575,-74.37001,"T-Shirt Country",T-Shirt-Country,"40 Plymouth Ave",07480,,,25528381,130,1,,,"(973) 728-3232",1,,,,,http://www.vintagetz.com,,us@vintagetz.com,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488082,1,33.57577,-111.87578,Xcelme,Xcelme,"9815 N 95th St",85258,,,163,14,1,,,"(480) 776-9111",1,,,,,http://www.xcelme.com,,support@xcelme.com,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488083,1,41.14575,-74.37001,"Colette Austin n/a",Colette-Austin-na,,78728,,,28,2,1,,,"(512) 670-2051",1,,,,,,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488084,1,41.14575,-74.37001,"Stewart Chapel United Methodist Church",Stewart-Chapel-United-Methodist-Church,,29450,,,12603,140,1,,,"(843) 336-4439",1,,,,,,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488085,1,37.293804,-121.97559,"Chalateco Restaurant",Chalateco-Restaurant,"4161 Hamilton Ave",95130,,,122,1,1,,,"(408) 379-1149",1,,,,,http://www.chalateco.com,,,,,"Mo-Su 10:00-21:00",2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488086,1,40.60335,-75.46583,"Pennsylvania School-Business",Pennsylvania-School-Business,"406 Hamilton St",18101,,,255473,110,1,,,"(610) 264-8029",1,,,,,,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488087,1,41.14575,-74.37001,"Kaleidoscope Planning",Kaleidoscope-Planning,,12601,,,20189,33,1,,,"(845) 471-8110",1,,,,,,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488088,1,26.384,-80.23345,"Stephen Sanders Designer Drafter Inc",Stephen-Sanders-Designer-Drafter-Inc,"19546 Saturnia Lakes Dr",33498,,,2680,109,1,,,"(561) 482-1443",1,,,,,http://www.sandersdrafting.com,,,,,"Mo-Fr 08:00-21:00; Sa 08:00-18:00",2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488089,1,33.64634,-117.83458,"University-CA Child Care Service",University-CA-Child-Care-Service,"501 Adobe Cir",92617,,,12983,104,1,,,"(949) 824-5011",1,,,,,http://childcare.uci.edu,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488090,1,41.84643,-87.92775,"Valuation Research",Valuation-Research,"2211 York Rd",60523,,,25519441,113,1,,,"(630) 242-1950",1,,,,,http://www.valuationresearch.com,,rnordberg@valuationresearch.com,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488091,1,42.28174,-83.75599,"Catherine Hiltz Ph D P",Catherine-Hiltz-Ph-D-P,"708 W Huron St",48103,,,177,10,1,,,"(734) 786-8489",1,,,,,https://www.catherinehiltzphd.com,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488092,1,39.79902,-91.52287,"The Rebel Pig",The-Rebel-Pig,"119 S Main St",63461,,,25520262,113,1,,,"(573) 769-2454",1,,,,,http://therebelpig.com,,therebelpig@gmail.com,"When you visit The Rebel Pig for lunch or dinner, you'll get the best choice of meats that are smoked daily. Pair your BBQ with our homemade sides for a satisfying dining experience!",,"Tu-Sa 11:00-21:00",2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488093,1,39.6679,-75.67491,"Amberfield Tax Services",Amberfield-Tax-Services,"260 Chapman Rd Ste 104d",19702,,,20130,33,1,,,"(302) 894-3220",1,,,,,,,,,,"Mo-Fr 09:00-17:00; Sa 09:00-18:00",2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488094,1,40.61515,-80.05951,"Di Giacobbe & Associates",Di-Giacobbe--Associates,"4500 Brooktree Rd Ste 300",15090,,,358,5,1,,,"(724) 933-3366",1,,,,,,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488095,1,41.14575,-74.37001,"Clermont Help Me Grow",Clermont-Help-Me-Grow,"State Route 50 & Benton Rd",45160,,,25520109,114,1,,,"(513) 732-5030",1,,,,,,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488096,1,38.90067,-77.04377,"Grace G Whitman, MSW",Grace-G-Whitman-MSW,"1901 Pennsylvania Ave NW",20006,,,20305,33,1,,,"(202) 785-0530",1,,,,,,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488097,1,26.8378,-80.07199,"Rimer Stephen BDS",Rimer-Stephen-BDS,"11000 Prosperity Farms Rd",33410,,,125,3,1,,,"(561) 775-3055",1,,,,,,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488098,1,32.5215,-92.09575,"American Federated General",American-Federated-General,"2610 Washington St",71201,,,17615,103,1,,,"(318) 323-4889",1,,,,,,,,,,"Mo-Fr 09:00-17:00",2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488099,1,40.24058,-75.28531,"CVS Pharmacy",CVS-Pharmacy,"CORNER Of Route 202 And County Line Road",19446,,,14514,138,1,,,"(215) 997-2852",1,,,,,http://www.cvs.com,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488100,1,37.35289,-121.97572,"Beng Nyun Son Nim",Beng-Nyun-Son-Nim,"2725 El Camino Real",95051,,,23714,104,1,,,"(408) 551-0099",1,,,,,,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488101,1,43.101036,-77.62001,"Gunda Venkat",Gunda-Venkat,"124 E Squire Dr",14623,,,24,4,1,,,"(585) 427-2463",1,,,,,,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488102,1,32.9535,-96.83343,"Dream Werks Custom Homes",Dream-Werks-Custom-Homes,"4560 Belt Line Rd",75001,,,19161,24,1,,,"(972) 385-1313",1,,,,,,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488103,1,41.53671,-88.15069,"Athletico Physical Therapy - Joliet",Athletico-Physical-Therapy---Joliet,"2793 Black Rd",60435,,,13353,113,1,,,"(815) 725-9134",1,,,,,http://www.athletico.com/locations/joliet,,,"Athletico Physical Therapy provides the highest quality orthopedic rehabilitation services to communities, employers and athletes in over 400 locations throughout nine states with more than 4000 employees. As highly trained professionals, our physical therapists create personal treatment plans that meet the patient's healthcare and post-operative rehabilitation needs. Our physical therapy and rehabilitation services keep patients moving forward. We offer a variety of services with the goal of getting you back to doing what you love to do.",,"Mo-Th 07:00-20:00; Fr 07:00-18:30; Sa 07:00-12:00",2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488104,1,40.34101,-80.04538,"Turnings By Edric",Turnings-By-Edric,"240 Graeser Ave",15102,,,2254,138,1,,,"(412) 999-0297",1,,,,,http://turningsbyedric.com,,eflorence@comcast.net,,,"Mo-Fr 10:00-17:30; Sa 10:30-14:30",2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488105,1,35.73175,-83.99574,Exxon,Exxon,"1764 W Broadway Ave",37801,,,16423,113,1,,,"(865) 379-6525",1,,,,,http://www.exxonstations.com,,,,,Mo-Su,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488106,1,41.14575,-74.37001,"Philbin Michael T MD Ofc",Philbin-Michael-T-MD-Ofc,,53589,,,25579,121,1,,,"(608) 877-2777",1,,,,,,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488107,1,36.64158,-93.2512,"The Apple Tree Mall",The-Apple-Tree-Mall,"1830 W 76 Country Blvd",65616,,,3018,105,1,,,"(417) 335-2133",1,,,,,,,apple-mall@hotmail.com,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488108,1,26.008,-80.29519,"Perla International",Perla-International,"11081 Pines Blvd",33026,,,25520632,109,1,,,"(954) 362-3920",1,,,,,http://www.perlainternational.com,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488109,1,40.41923,-74.22727,"Wine Chateau",Wine-Chateau,"60 Main St",07747,,,16465,130,1,,,"(732) 566-3500",1,,,,,http://www.winechateau.com,,matawan@winechateau.com,"Through the acquisition of Wine Chateau's brick and mortar stores, Wine Chateau was born and has become one of the most experienced wine retailers online. With more than 40 years of its trusted name, you can rely on Wine Chateau to find just the right wine for you. Our mission is to provide a level of excellence and low prices on all our products. We strive to enhance our customers' wine drinking experiences by offering a vast selection of wines from around the world. With more than 17,000 domestic and imported premium wines on our shelves, Wine Chateau has a flavor for every palate. Our selection of hard to find collectors wines and affordable everyday wines offers a special something for every wine lover.",,"Mo-Sa 10:00-22:00; Su 10:00-18:00",2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488110,1,30.28562,-87.58163,"Butts On The Beach",Butts-On-The-Beach,"4171 Orange Beach Blvd",36561,,,19563,24,1,,,"(251) 216-4576",1,,,,,http://www.buttsonthebeach.com,,info@buttsonthebeach.com,,,"Tu-Su 11:00-00:00",2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488111,1,42.25768,-88.15091,KFC,KFC,"501 W Liberty St",60084,,,28000,113,1,,,"(847) 526-0664",1,,,,,http://www.kfc.com,,,"Stop into the KFC in Wauconda, IL for an Original Recipe, Extra Crispy, or Kentucky Grilled Chicken meal or enjoy our delicious buffet today. KFC can also cater your next event.",,"Mo-Su 10:00-22:00",2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488112,1,26.24215,-81.77375,"Hernandez, Frances, MD",Hernandez-Frances-MD,"2235 Venetian Ct",34109,,,18355,109,1,,,"(239) 596-9337",1,,,,,http://thewoodruffinstitute.com,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488113,1,45.0315,-93.02232,"Budget Car & Truck Rental",Budget-Car--Truck-Rental,"3001 White Bear Ave N",55109,,,20225,33,1,,,"(651) 777-6163",1,,,,,http://www.budget.com,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488114,1,34.011337,-95.51388,"Harbors Store",Harbors-Store,"610 Us Highway 70",74743,,,12614,105,1,,,"(580) 326-2188",1,,,,,,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488115,1,39.05643,-104.82388,"Tri Lakes Fire Protection District",Tri-Lakes-Fire-Protection-District,"15455 Gleneagle Dr",80921,,,5587,105,1,,,"(719) 484-0911",1,,,,,,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488116,1,34.85751,-92.11082,"Pathfinder Inc.",Pathfinder-Inc,"1110 South Rd",72076,,,51,3,1,,,"(501) 982-0044",1,,,,,http://pathfinderinc.org,,admin@pathfinderinc.org,,,Mo-Su,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488117,1,35.82472,-90.65704,Geektopia,Geektopia,"3915 E Nettleton Ave",72401,,,13366,103,1,,,"(870) 275-6480",1,,,,,,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488118,1,41.14575,-74.37001,"Sublime Investments",Sublime-Investments,,97385,,,25693,137,1,,,"(503) 769-2607",1,,,,,,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488119,1,40.759727,-73.982346,"Haacke, Susan",Haacke-Susan,"135 W 50th St",10020,,,40,4,1,,,"(212) 632-4666",1,,,,,,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488120,1,35.34941,-97.5841,"Morrison Supply",Morrison-Supply,"11901 S Portland Ave",73170,,,131,28,1,,,"(405) 692-1191",1,,,,,https://www.morrisonsupply.com,,,"Our Vision is to be the Preferred and most Trusted Resource for Plumbing, HVAC, and Utility Infrastructure Product Solutions.",,"Mo-Fr 07:30-17:00",2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488121,1,38.4004,-85.37935,"Sherwood Acres",Sherwood-Acres,"1090 Commerce Pkwy",40031,,,14100,103,1,,,"(502) 222-4326",1,,,,,http://www.sherwoodacresbeef.com,,,,,"Mo-Fr 09:00-17:00",2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488123,1,47.90657,-122.20924,"Seven Seas Usa",Seven-Seas-Usa,"1710 100th Pl SE Ste 101",98208,,,8616,121,1,,,"(425) 225-5401",1,,,,,,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488124,1,39.55169,-76.36214,"Sopher & Levy Obgyn",Sopher--Levy-Obgyn,"4c North Ave Ste 420",21014,,,1917,120,1,,,"(410) 803-2450",1,,,,,,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488125,1,35.94118,-84.04073,"Shannondale of Knoxville",Shannondale-of-Knoxville,"7424 Middlebrook Pike",37909,,,13997,100,1,,,"(865) 622-6913",1,,,,,http://www.shannondaletn.com,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488126,1,42.39024,-71.10787,"Comfortable Massage Center",Comfortable-Massage-Center,"217 Highland Ave",02143,,,19650,24,1,,,"(617) 628-7888",1,,,,,,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
488127,1,33.4224,-82.0207,"Unlimited Networks of Ga",Unlimited-Networks-of-Ga,"2703 Peach Orchard Rd",30906,,,1278,103,1,,,"(706) 869-3661",1,,,,,http://unlimitednetwork.webstarts.com,,,,,,2021-04-12-16:25:22,USER,0,0,1,2048-07-31-15:17:47,approved,1
