487081,1,40.4791,-78.0109,"Lillie, Tracy Ann, MD",Lillie-Tracy-Ann-MD,"7651 Lake Raystown Shopping Ctr",16652,,,12673,138,1,,,"(814) 643-2290",1,,,,,,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487082,1,34.18076,-118.2922,"David Door Unlocking",David-Door-Unlocking,"2040 W Kenneth Rd",91201,,,209,1,1,,,"(747) 221-9666",1,,,,,,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487083,1,43.17574,-83.73423,"Applied Handling",Applied-Handling,"221 S Mill St Ste 2",48420,,,5332,100,1,,,"(810) 250-5390",1,,,,,https://appliedhandling.com,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487084,1,40.32722,-78.92353,"Markovitz, Myron I",Markovitz-Myron-I,"206 Main St",15901,,,13344,105,1,,,"(814) 535-5561",1,,,,,http://gbm-law.com,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487085,1,39.95825,-75.23167,"All City Self Storage",All-City-Self-Storage,"5500 Sansom St",19139,,,47,5,1,,,"(215) 471-1002",1,,,,,http://www.allcitystorage.com,,andyhyde2001@yahoo.com,"At All City Self Storage, we offer safe, clean, and the best prices for your storage needs. All City Self Storage is pleased to offer new customers a truck and driver to help you with your move in at no cost to you. Call us today for more information.",,"Mo-Sa 09:00-18:00; Su 12:00-17:00","2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487086,1,27.95933,-82.53259,"World of Beer",World-of-Beer,"5311 Avion Park Dr",33607,,,26075,109,1,,,"(813) 871-0832",1,,,,,https://worldofbeer.com,,,,,"Mo-Tu 11:00-00:00; We-Th 11:00-01:00; Fr-Sa 11:00-02:00; Su 11:00-00:00","2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487087,1,39.18066,-77.27481,"Advance Pt & Sports Rehab Inc",Advance-Pt--Sports-Rehab-Inc,"13244 Executive Park Ter",20874,,,10083,113,1,,,"(301) 540-5810",1,,,,,,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487088,1,40.56675,-74.21578,"Vanguard Logistics Services",Vanguard-Logistics-Services,"760 Port Carteret Dr",07008,,,4249,130,1,,,"(732) 352-6051",1,,,,,,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487089,1,36.75058,-119.78702,"Me Khong",Me-Khong,"2001 E Belmont Ave",93701,,,9674,104,1,,,"(559) 268-8088",1,,,,,,,,,,"Mo 10:00-00:00; We-Su 10:00-00:00","2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487090,1,33.37949,-111.69041,"Desert Spine & Sports Physicians",Desert-Spine--Sports-Physicians,"6636 E Baseline Rd Ste 101",85206,,,17024,102,1,,,"(480) 361-5926",1,,,,,http://www.desertspineandsports.com,,,,,"Mo-Th 07:00-16:00; Fr 07:00-15:00","2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487091,1,41.21864,-86.42043,"Snider Construction",Snider-Construction,"415 E Lake Shore Dr",46511,,,6337,114,1,,,"(574) 842-9615",1,,,,,,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487092,1,45.0539,-93.19704,"Bona Brothers Auto Body",Bona-Brothers-Auto-Body,"309 Old Highway 8 NW",55112,,,20225,33,1,,,"(651) 633-7555",1,,,,,http://bonabros.com,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487093,1,40.89395,-73.82756,"Semi-Alloys Inc",Semi-Alloys-Inc,"721 S 3rd Ave",10550,,,18126,100,1,,,"(914) 699-0316",1,,,,,,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487094,1,39.26209,-84.34062,"Kohne O'Neill",Kohne-ONeill,"8160 Corporate Park Dr Ste 100",45242,,,5018,115,1,,,"(513) 357-2979",1,,,,,,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487095,1,33.65798,-117.87714,"Waier, Randall Law Offices Of",Waier-Randall-Law-Offices-Of,"20241 SW Birch St Ste 103",92660,,,25518934,104,1,,,"(949) 476-2511",1,,,,,http://waier.com,,,,,"Mo-Fr 09:00-17:00","2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487096,1,30.30009,-81.61689,"Navy Recruiting",Navy-Recruiting,"4070 Boulevard Center Dr",32207,,,51,3,1,,,"(904) 396-3822",1,,,,,https://www.navy.com/local,,,,,Mo-Su,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487097,1,35.0652,-106.19819,"Town of Edgewood",Town-of-Edgewood,"4 George Ct",87015,,,7917,115,1,,,"(505) 286-4518",1,,,,,http://www.edgewood-nm.gov,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487098,1,32.04437,-81.12442,"Beautiful Zion Church",Beautiful-Zion-Church,"1028 Milton St",31405,,,23822,110,1,,,"(912) 201-0801",1,,,,,,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487099,1,33.18929,-101.37557,"Post Isd",Post-Isd,"309 E 8th St",79356,,,21540,137,1,,,"(806) 495-2789",1,,,,,,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487100,1,42.2038,-71.24024,"Pet Providers",Pet-Providers,"42 Oriole Rd",02090,,,25528594,104,1,,,"(781) 326-7515",1,,,,,http://www.petproviders.com,,,,,"Mo-Fr 09:00-17:00","2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487101,1,35.42915,-91.63081,"Weco of Arkansas Inc",Weco-of-Arkansas-Inc,"617 Dripping Springs Rd",72081,,,13413,103,1,,,"(501) 230-2688",1,,,,,http://wecolifts.com,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487102,1,34.87625,-83.99203,"Blairsville Super Flea Market & Auction",Blairsville-Super-Flea-Market--Auction,"466 Orbit Dr",30512,,,2501,110,1,,,"(706) 745-0097",1,,,,,,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487103,1,32.37334,-90.1892,"Cc Shelter",Cc-Shelter,"820 Forest Ave",39206,,,13077,100,1,,,"(601) 398-0647",1,,,,,,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487104,1,32.59371,-117.03869,"Tapp Management GROUP",Tapp-Management-GROUP,"1725 Melrose Ave",91911,,,4990,104,1,,,"(619) 666-6967",1,,,,,,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487105,1,40.7531,-73.99303,Amta,Amta,"505 8th Ave",10018,,,40,4,1,,,"(212) 867-5011",1,,,,,http://amta.com,,,,,"Mo-Fr 09:00-17:00","2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487106,1,40.7659,-73.19773,"Law Ofc J Stafar",Law-Ofc-J-Stafar,"267 Carleton Ave",11722,,,4566,132,1,,,"(631) 650-6820",1,,,,,,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487107,1,39.97305,-74.87042,"Dance Xperience",Dance-Xperience,"127 Ark Rd Ste 22",08054,,,18067,130,1,,,"(856) 787-1117",1,,,,,http://www.dance-xperience.com,,info@dance-xperience.com,"Our mission is to bring dance techniques to students in a fun, energetic environment while using discipline and respect. Teaching dance is a strong passion of our staff and we enjoy sharing our love for this art form with our students. Dance Xperience Leader: Mea Falconi (Artistic Director/Teacher) Has a degree in Theater and Dance from Rowan University. She has also studied dance at Dance Center of South Jersey, Lowe Dance Studio, Koresh Dance Center in Philadelphia, and under the direction of choreographers Paule Turner (founder of C O U R T), Melanie Stewart (Contemporary Dance Company), Savion Glover, Chet Walker (choreographer for the Broadway show FOSSE), and Robert Burden (Tap Team Two and Co). Mea has received scholarships to Joffrey Ballet, STEPS in NY, and the American Dance Festival in NC. She has also performed with dance companies: Voorhees Dance Ensemble and Ritz Theater Dance Company. Ms Falconi has performed in numerous productions such as Shoes 2 Dance, Sweet Charity, Victor/Victoria, A Chorus Line, Stepping Out, Lilith, Petrushka, The Nutcracker, The Sound of Music, and Duke and Dance. Mea has been teaching for many years and enjoys sharing her love of dance with her students.",,"Mo-Fr 05:30-21:30; Sa 10:00-14:00","2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487108,1,38.11245,-85.85769,"George E Sanders Jr Enterprise",George-E-Sanders-Jr-Enterprise,"9800 Valley Farms Blvd",40272,,,45,26,1,,,"(502) 935-1757",1,,,,,,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487109,1,42.3979,-83.29539,"State Painting Inc",State-Painting-Inc,"15106 Beech Daly Rd",48239,,,22200,122,1,,,"(313) 387-1901",1,,,,,,,,,,"Mo-Sa 08:00-17:00","2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487110,1,33.97234,-79.01895,"Louie's Affordable Automotive",Louies-Affordable-Automotive,"6485 Highway 701 N",29526,,,5776,103,1,,,"(843) 331-2115",1,,,,,,,,,,"Mo-Fr 07:00-19:00; Sa-Su 08:00-17:00","2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487111,1,42.08754,-72.6331,"B.G.L. Corp.",BGL-Corp,"65 Shopping Ct",01001,,,255252,121,1,,,"(413) 786-1954",1,,,,,,,raybbgl@aol.com,,,"Mo-Fr 08:00-17:00","2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487112,1,40.71465,-73.982925,"Stutz Horowitz Co Inc",Stutz-Horowitz-Co-Inc,"372 E Broadway",10002,,,40,4,1,,,"(212) 732-1384",1,,,,,,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487113,1,38.94298,-77.33427,"Guardian Life Insurance",Guardian-Life-Insurance,"1875 Campus Commons Dr",20191,,,22320,146,1,,,"(703) 476-5700",1,,,,,,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487114,1,34.68264,-84.49178,"Little Caesars Pizza",Little-Caesars-Pizza,"76 Industrial Blvd",30540,,,8199,110,1,,,"(706) 635-4411",1,,,,,http://www.littlecaesars.com,,,,,"Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 11:00-22:00","2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487115,1,41.62666,-79.67542,"United Way",United-Way,"208 W Spring St",16354,,,26472,109,1,,,"(814) 827-1322",1,,,,,http://www.unitedway.org,,,,,"Mo-Th 08:30-16:00; Fr 08:30-12:00","2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487116,1,41.18,-85.07312,"Peerless Cleaners",Peerless-Cleaners,"10376 Leo Rd",46825,,,9417,114,1,,,"(260) 471-1188",1,,,,,http://www.peerless-cleaners.com,,info@peerless-cleaners.com,,,"Mo-Fr 07:00-19:00; Sa 09:00-13:00","2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487117,1,42.48328,-83.08275,"St Claire Adult Care PC",St-Claire-Adult-Care-PC,"25932 Dequindre Rd",48091,,,20304,33,1,,,"(586) 393-5776",1,,,,,,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487118,1,33.66966,-112.18854,"Western Union",Western-Union,"20220 N 59th Ave",85308,,,209,1,1,,,"(623) 825-3111",1,,,,,http://www.westernunion.com,,,,,"Mo-Su 08:00-21:00","2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487119,1,32.82465,-117.12027,"Q & S Escrow Inc",Q--S-Escrow-Inc,"4747 Viewridge Ave Ste 108",92123,,,149,1,1,,,"(858) 451-6700",1,,,,,,,,,,,"2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
487120,1,43.08924,-75.669,"Reliable Products",Reliable-Products,"639 Fitch St",13421,,,20147,33,1,,,"(315) 363-9202",1,,,,,http://www.reliableproductsonline.com,,,,,"Mo-Fr 08:00-17:00","2021-04-12 16:25:22",USER,0,0,1,"2048-07-31 15:17:47",approved,1
