480587,1,29.49233,-98.61715,"Colleen Kennedy MD",Colleen-Kennedy-MD,"6401 El Verde Rd",78238,,,416,2,1,,,"(210) 647-0003",1,,,,,http://peoplepc.com,,,,,"Mo-Fr 09:00-17:00","2021-03-28 16:25:22.000000",USER,0,0,1,"2048-07-31 15:17:47",approved,1
480588,1,29.51463,-98.55205,"Perry Dental Health",Perry-Dental-Health,"8131 W Interstate 10 Ste 217",78230,,,416,2,1,,,"(210) 692-3844",1,,,,,http://www.perrydentalhealth.com,,,,,,"2021-03-28 16:25:22.000000",USER,0,0,1,"2048-07-31 15:17:47",approved,1
480589,1,29.50795,-98.57224,"Dr. Marnie M Jackson, MD",Dr-Marnie-M-Jackson-MD,"7700 Floyd Curl Dr",78229,,,416,2,1,,,"(210) 692-1815",1,,,,,,,,,,,"2021-03-28 16:25:22.000000",USER,0,0,1,"2048-07-31 15:17:47",approved,1
480590,1,29.500055,-98.47417,"Linnartz Lawrence",Linnartz-Lawrence,"250 Treeline Park",78209,,,416,2,1,,,"(210) 829-4420",1,,,,,,,,,,,"2021-03-28 16:25:22.000000",USER,0,0,1,"2048-07-31 15:17:47",approved,1
480591,1,29.61526,-98.48884,"Kovacevic, Zachary, DPT",Kovacevic-Zachary-DPT,"300 E Sonterra Blvd",78258,,,416,2,1,,,"(210) 494-4500",1,,,,,,,,,,,"2021-03-28 16:25:22.000000",USER,0,0,1,"2048-07-31 15:17:47",approved,1
480592,1,29.62499,-98.49502,"Post All Mail Center",Post-All-Mail-Center,"19141 Stone Oak Pkwy Ste 104",78258,,,416,2,1,,,"(210) 481-3937",1,,,,,http://copproperties.com,,,,,"Mo-Fr 10:00-15:00","2021-03-28 16:25:22.000000",USER,0,0,1,"2048-07-31 15:17:47",approved,1
480593,1,29.49105,-98.54693,"J Marvin Smith III MD",J-Marvin-Smith-III-MD,"6800 W Interstate 10",78201,,,416,2,1,,,"(210) 616-0008",1,,,,,,,,,,"Mo-Fr 08:30-17:00","2021-03-28 16:25:22.000000",USER,0,0,1,"2048-07-31 15:17:47",approved,1
480594,1,29.56188,-98.59261,"Laser Hair Removal",Laser-Hair-Removal,"12730 W Interstate 10",78230,,,416,2,1,,,"(210) 691-1234",1,,,,,http://www.laserhairremoval.com,,,,,,"2021-03-28 16:25:22.000000",USER,0,0,1,"2048-07-31 15:17:47",approved,1
480595,1,29.56119,-98.53278,"Summerfield Home Owner Assoc",Summerfield-Home-Owner-Assoc,"2600 Fairfield Bend Dr",78231,,,416,2,1,,,"(210) 408-1462",1,,,,,,,,,,,"2021-03-28 16:25:22.000000",USER,0,0,1,"2048-07-31 15:17:47",approved,1
480596,1,29.53374,-98.48667,"Tom Hotaling Insurance",Tom-Hotaling-Insurance,"888 Isom Rd",78216,,,416,2,1,,,"(210) 348-8500",1,,,,,http://www.tomhotaling.com,,tom.hotaling@falconins.net,,,"Mo-Fr 09:00-17:00","2021-03-28 16:25:22.000000",USER,0,0,1,"2048-07-31 15:17:47",approved,1
