482080,1,27.18042,-80.24471,Air Concepts,Air-Concepts,645 SE Central Pkwy,34994,,,Stuart,,1,,,(772) 219-2525,1,,,,,http://www.airconceptsusa.com,,customerservice@airconceptsusa.com,,,,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
482081,1,39.25251,-84.60004,Stone Creek Family Dental,Stone-Creek-Family-Dental,"3645 Stone Creek Blvd, Suite I",45251,,,Cincinnati,,1,,,(513) 741-7281,1,,,,,http://stonecreekfamilydentistry.com,,,,,Mo-Tu 08:00-17:00; We 10:00-19:00; Th 09:00-17:00; Fr 08:00-15:00,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
482082,1,32.49868,-94.80655,Newton Mechanical Contractors,Newton-Mechanical-Contractors,901 Linco Rd,75604,,,Longview,,1,,,(903) 759-6733,1,,,,,http://newtonmechanicalcontractors.com,,,,,,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
482083,1,41.90486,-72.92799,East Crow Saddlery,East-Crow-Saddlery,52 Ratlum Mountain Rd,06063,,,Barkhamsted,,1,,,(860) 379-2300,1,,,,,http://www.eastcrowsaddlery.com,,saddledr@aol.com,,,,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
482084,1,34.06675,-118.40699,Pacific Mercantile Bank,Pacific-Mercantile-Bank,9720 Wilshire Blvd Fl 1,90212,,,Beverly Hills,,1,,,(310) 860-3000,1,,,,,https://www.pmbank.com,,shahid@accessgroup.org,,,Mo-Fr 09:00-17:00,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
482085,1,33.51209,-84.22288,"Waksor, Adam T, DDS",Waksor-Adam-T-DDS,1040 Eagles Landing Pkwy,30281,,,Stockbridge,,1,,,(770) 474-7287,1,,,,,,,,,,,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
482086,1,44.45501,-73.10475,Mark Bayer Photography,Mark-Bayer-Photography,106 Maidstone Ln,05495,,,Williston,,1,,,(802) 343-3669,1,,,,,http://markbphotography.com,,,,,Mo-Su 07:00-22:00,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
482087,1,37.78215,-122.4066,Honey Wine Co,Honey-Wine-Co,901 Mission St,94103,,,San Francisco,,1,,,(415) 644-8607,1,,,,,http://www.beedvine.com?option=com_content&amp;view=article&amp;id=94,,,,,Mo-Su 12:00-23:59,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
482088,1,36.07275,-79.84707,The Sutherland Benefit Group,The-Sutherland-Benefit-Group,3721 W Market St Ste A,27403,,,Greensboro,,1,,,(336) 273-9856,1,,,,,http://sutherlandbenefit.com,,Pitts@sutherlandbenefit.com,,,Mo-Fr 09:00-17:00,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
482089,1,34.0607,-118.30363,Hong Won Suh CPA,Hong-Won-Suh-CPA,3600 Wilshire Blvd Ste 909,90010,,,Los Angeles,,1,,,(213) 389-3682,1,,,,,,,,,,Mo-Fr 09:00-17:00,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
482090,1,35.34267,-80.17379,Centers & Repair Top Catz Business,Centers--Repair-Top-Catz-Business,636 Nc 24 27 Byp E,28001,,,Albemarle,,1,,,(704) 984-4970,1,,,,,,,,,,,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
482091,1,36.55803,-89.9686,Playhouse Preschool Center,Playhouse-Preschool-Center,209 W Main St,63863,,,Malden,,1,,,(573) 276-3473,1,,,,,,,,,,,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
482092,1,42.32095,-71.82174,Seven Hills,Seven-Hills,23 Fairchild Dr,01520,,,Holden,,1,,,(508) 852-0392,1,,,,,http://www.sevenhills.org,,,,,,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
482093,1,39.997963,-105.096344,Blue Rhino,Blue-Rhino,309 N Us Highway 287,80026,,,Lafayette,,1,,,(866) 216-5042,1,,,,,http://bluerhino.com,,,,,,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
482094,1,37.94448,-87.40511,River Town Antique Mall,River-Town-Antique-Mall,1 W Jennings St,47630,,,Newburgh,,1,,,(812) 858-7800,1,,,,,,,,,,,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
