483082,1,42.26776,-84.42989,TCF Bank ATM,TCF Bank ATM,1076 Jackson Xing,49202,,,Jackson,,1,,,(800) 823-2265,1,,,,,http://www.tcfbank.com,,,"At TCF Bank we have financial tools and products that suit your lifestyle. Find out how we can help you with checking, savings, loans, prepaid services and more. Whether you’re just starting out, planning for the future or shifting into high gear, we offer simple solutions designed to help you on your way. Member FDIC. Equal Housing Lender.",,Mo-Su,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
483083,1,36.52759,-93.93585,GSWorks Electronic Repair Center,GSWorks Electronic Repair Center,7940 Locust St,65745,,,Seligman,,1,,,(479) 715-0002,1,,,,,,,admin@gsworkselectronicrepaircenter.com,Through various electronic repairs.,,Mo-Fr 10:00-17:00,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
483084,1,32.7367,-97.11865,Kwick Kopy,Kwick Kopy,900 W Main St,76013,,,Arlington,,1,,,(817) 640-6471,1,,,,,,,,,,,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
483085,1,38.74626,-121.2501,"Watson, Catherine S, MD","Watson, Catherine S, MD",1600 Eureka Rd,95661,,,Roseville,,1,,,(916) 784-4000,1,,,,,http://kp.org,,,,,Mo-Fr 09:00-17:00,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
483086,1,29.19525,-82.09073,Tees 2 Please,Tees 2 Please,3223 E Silver Springs Blvd,34470,,,Ocala,,1,,,(352) 512-0371,1,,,,,,,tees2please57@yahoo.com,,,Mo-Sa 10:00-17:30,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
483087,1,36.32509,-119.35114,Valvoline Instant Oil Change,Valvoline Instant Oil Change,5424 W Cypress Ave,93277,,,Visalia,,1,,,(559) 738-1481,1,,,,,http://www.valvoline.com,,VIOC_Customer_Service@ashland.com; vioc_customer_care@ashland.com,,,Mo-Fr 08:00-18:00; Sa 08:00-17:00; Su 10:00-16:00,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
483088,1,39.81231,-86.18422,Riggs Michael,Riggs Michael,1234 Congress Ave,46208,,,Indianapolis,,1,,,(317) 924-1677,1,,,,,,,,,,,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
483089,1,41.13397,-104.81449,Jacana Warranty,Jacana Warranty,1623 Central Ave,82001,,,Cheyenne,,1,,,(980) 222-4390,1,,,,,http://www.jacanawarranty.com/#EJ9m3Y,,,,,,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
483090,1,34.11908,-84.58517,Original's Custom Upholstry,Original's Custom Upholstry,6479 Bells Ferry Rd,30189,,,Woodstock,,1,,,(770) 693-0326,1,,,,,,,exclusiveup@gmail.com,,,,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
483091,1,42.90902,-112.46649,Wells Fargo Bank,Wells Fargo Bank,4195 Yellowstone Ave,83202,,,Pocatello,,1,,,(208) 238-7900,1,,,,,https://www.wellsfargo.com/locator/bank/4195__YELLOWSTONE__AVE_POCATELLO_ID_83202,,corpcsf@wellsfargo.com,"Wells Fargo & Company (NYSE: WFC) is a nationwide, diversified financial services company with $1.6 trillion in assets. Founded in 1852, Wells Fargo provides banking, insurance, investments, mortgage, and consumer and commercial finance through more than 8,700 locations, more than 12,500 ATMs, online (wellsfargo.com), and mobile devices. We’re headquartered in San Francisco, but we’re decentralized so every local Wells Fargo store is a headquarters for satisfying all our customers’ financial needs and helping them succeed financially. We do business with one in three U.S. households. Wells Fargo has more than 265,000 team members in 36 countries across our approximately 90 businesses. At the end of third quarter 2014, Wells Fargo ranked fourth in assets among U.S. banks and was the world’s most valuable bank by market capitalization. In 2013, Euromoney named Wells Fargo “Best Bank” in its Global Awards for Excellence, the first time a U.S.-based bank has won the top award. The Chronicle of Philanthropy ranked Wells Fargo’s corporate giving in the top two among all U.S. companies each of the past two years. Our vision: “We want to satisfy all our customers’ financial needs and help them succeed financially.”",,Mo-Fr 09:00-18:00; Sa 09:00-13:00,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
483092,1,34.12097,-84.20243,Kime Investments,Kime Investments,5910 Shiloh Rd E,30005,,,Alpharetta,,1,,,(470) 281-5523,1,,,,,,,,,,,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
483093,1,42.26776,-84.42989,B & H Developers Inc,B & H Developers Inc,,66743,,,Girard,,1,,,(620) 249-1820,1,,,,,,,,,,,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
483094,1,34.35379,-119.06144,Tisa's Salon & Spa,Tisa's Salon & Spa,947 E Main St,93060,,,Santa Paula,,1,,,(805) 933-3135,1,,,,,http://www.tisassalon.com,,Tisa@tisassalon.com,,,Tu-Fr 09:00-19:00; Sa 09:00-14:00,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
483095,1,38.33553,-86.35405,"Jennifer Shafer, NP","Jennifer Shafer, NP",5604 E White Oak Ln,47140,,,Marengo,,1,,,(812) 365-3221,1,,,,,http://sichc.org,,,,,,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
483096,1,36.85272,-76.29241,"Reed & Associates Marketing, Inc.","Reed & Associates Marketing, Inc.",253 W Bute St,23510,,,Norfolk,,1,,,(757) 962-7375,1,,,,,http://www.reedandassociatesmarketing.com,,,,,Mo-Fr 09:00-17:00,2021-03-28 16:25:22.000000,USER,0,0,1,2048-07-31 15:17:47,approved,1
